,text,Preprocessed_text,cluster
755,Always saying my number is invalid despite being a legit number. And when I contact support  they could not help me at all. Uninstalled because whenever I order it asks for a number WHICH I CANNOT ADD. Update: I can order again without going to that update number now. Thank you.,always saying number invalid despite legit number and i contact support could help uninstalled whenever i order number which i can not add update i order without going update number thank,Common
756,Terrible app. Bad drivers. Steal food. Disgraceful customer service,terrible app bad steal food disgraceful customer service,Common
757,Poor service. App is fine  but delivery is so slow and drivers drop collections at the last minute. I'll be using Just Eat from now on.,poor service app fine delivery slow drop last minute i just eat,Common
758,Great app. Only thing they need to fix is also allowing the buyer to say if they have received their food. Cause I had a good 1st time experience but the poor guy forgot to notify Uber eats that he delivered... And I can't too.,great app only thing need fix also buyer say received food cause i good st time experience poor guy forgot notify eats and i,Common
759,I made multiple orders by mistake. I wanted to cancel the wrong orders but couldn't do it because the app is say6yiu don't have the latest app for a live chat. I am deeply disappointed,i made multiple mistake i cancel wrong could app say yiu latest app live chat i deeply disappointed,Common
760,Everything is working again. I guess it just spazzed out for a bit. Thanks for your help.,everything working i guess bit thanks help,Common
761,I got hacked 5 times within 48 hours and Uber Eats did absolutely nothing to help me. I contacted the support & provided them with all the information they claimed I needed. They suggested it might be one of my family members  but I told them that I was the only one with access and it was clear it was not me ordering since the orders were all within short times spans in Florida  California  Texas  Illinois and New York. They never got back to me afterwards. Never using Uber or Uber Eats again.,i got hacked times within eats absolutely nothing help i support provided information i they might one family i told i one access clear since within short times new york they never got back afterwards never eats,Common
762,Stuck on address search. Uninstalled and reinstalled  no joy. Keeps telling me that there is an error in the address search. Finally uninstalled for good.,stuck address search uninstalled joy telling error address search finally uninstalled good,Common
763,Be careful  the prices not true. Uber eats double the menu prices on you plus delv fee انتبهوا الاسعار غير حقيقية، تم تدبيلها عن المنيو الخاص بالمطعم ،، هذا غير قيمة التوصيل وكل التوصيل نفس الطريقة,be careful true eats double menu plus fee,Common
764,By far the most robust delivery platform. The UI/UX is just right so it's easy to use. And prices are not bad at all especially if you sign up for Eats Pass .,by far robust delivery platform the right easy use and bad especially sign eats pass,Common
765,The route showed by the gps is not accurate when the delivery is at private neighborhood.,the route accurate delivery private neighborhood,Common
766,Great service when you're in a pinch for lunch,great service pinch lunch,Common
767,When they say im in range it works fine.,when say range works fine,Common
768,The app itself is well done but the service is appalling. Long delays cold food and zero feedback when you ask about it. I had heard a lot of horror stories about Uber eats and it's absolutely true. Terrible delivery service,the app well done service appalling long cold food zero feedback ask i lot horror eats absolutely true terrible delivery service,Common
769,Uber eats is very fast and food is delivered hot,eats fast food hot,Common
770,Absolute joke,absolute joke,Common
771,I had been using this app frequently. Always had an item missing like a whole drink. The last time I will ever order from them the driver marked my order delivered and didnt actually deliver it. When I called uber eats they didn't believe me and I spent an hour on the phone trying to get my food or my money back,i app frequently always item missing like whole drink the last time i ever order driver marked order didnt actually deliver when i eats believe i spent hour phone trying get food money back,Common
772,AT 1ST THEY WERE GREAT  BUT THEN AFTER AWHILE MY FOOD IS ALWAYS MISSING. AND WHEN YOUR ORDERING FOR GUEST OR FRIENDS ITS SO EMBRASSING. LOVE UBER DRIVE BUT NOT EATS.,at st they were great but then after awhile my food is always missing and when your for guest or its so love drive but not eats,Common
773,Not bad I prefer just eat.,not bad i prefer eat,Common
774,Good,good,Common
775,I'm still waiting for my food to be delivered so I am giving you one star no one has knocked on my front door and I am getting really mad,i still waiting food i giving one star one front door i getting really mad,Common
776,Food takes forever to receive! & after more than hour food is delivered cold & uber eats never refund for the trash of food,food forever receive hour food cold eats never refund trash food,Common
777,Great service.,great service,Common
778,At the beginning it was cool but later on I get alot of missing items bad food and delivery super late!,at beginning cool later i get missing bad food delivery super late,Common
779,I enjoy the convenience and the large amount of options. I was injured so I used this app more often during that period  and the service was reliable  quick  and professional. The drivers were almost always punctual and friendly. However  the service fee is a ridiculous way to charge two delivery fees. It's unreasonable. Also  I can't remove any payment method I add  so by now I have a long list of card numbers  some of them even expired and there is no place to ask for technical assistance.,i enjoy convenience large amount i injured i used app often period service reliable quick professional the almost always punctual friendly however service fee ridiculous way charge two delivery it unreasonable also i remove payment method i add i long list card even place ask technical assistance,Common
780,Poor support on the part of the company even for Gold Members. Not the most economical delivery service but always counted on the UE brand. But these things happen. Prefer to support local delivery services. Thank you.,poor support part company even gold not economical delivery service always brand but happen prefer support local delivery thank,Common
781,Doesn't work and freezes,does work,Common
782,Love being able to order from the comfort of my sofa and count on it to arrive within an hour.,love able order comfort sofa count arrive within hour,Common
783,The worst exprience in my whole entire life. !!!!! This is an update I just received an email that i'm supposed to pay the amount of the order that i requested to cancel 5 hours ago !!! You have a call recorded between me and Ahmed a representative that i stayed with on hold waiting anf requesting several times to contact a manager !! And several emails and u asked me to call the Restaurant which I DID and they told me they'll try to cancel it And i called the driver and i have recorded calls,the worst whole entire life this update i received supposed pay amount order cancel ago you call representative stayed hold waiting several times contact manager and several u call restaurant i did told try cancel and driver,Common
784,🤯,exploding head,Common
785,Great fast helpful,great fast helpful,Common
786,I cannot seem to find chicken licken on the app which is so frustrating. I live in Wendywood and cannot pick up anything. Please help!,i seem find chicken app i live pick anything please help,Common
787,Doesn't take prepaid cards,does take,Common
788,Easy to use  shows more information than other apps  simple to use  and the app is complete. Go for it!,easy use information simple use app complete go,Common
789,Goodgugalimoogall,nan,Common
790,Great app!! Easy to use and great to see on the map where the driver is! 😁,great app easy use great see map driver beaming face smiling eyes,Common
791,Terrible if you have to deal with customer service. Also dont expect to get what you order and pay for. But do expect to be ignored.,terrible deal customer service also dont expect get order pay but expect,Common
792,Very sick of getting to my order and then it telling me I live too far away even though I've ordered from their a number of times before.,very sick getting order telling i live far away even though i ordered number times,Common
793,It's been ok but sometimes Uber shutdown other restaurants I like in order for other restaurants to get business and that's not right. I am using this because I am in tijuana  mexico and I do not want to risk making contact with those who are infected with flu like symptoms.,it sometimes shutdown i like order get business right i i i want risk making contact infected flu like,Common
794,Terrible. Late every time!,terrible late every time,Common
795,My first order was PERFECT I am really Impressed.,my first order perfect i really,Common
796,Won't let me delete account. No one ever contacts back for issues. And send people to the wrong address even though my address is put in. Also won't let me update my phone number,wo let delete account no one ever back and send people wrong address even though address put also let update phone number,Common
797,Can't sign in,ca sign,Common
798,I love uber eats,i love eats,Common
799,Super prático e preciso  até mesmo na entrega informando quem irá entregar e a placa do veículo para maior segurança.,super e na e para,Common
800,Very useful and easy to use,very useful easy use,Common
801,Pricey  but great,great,Common
802,fast accurate thank you,fast accurate thank,Common
803,I'm always missing something food cold,i always missing something food cold,Common
804,App takes to long to Download,app long,Common
805,They need better competent people to deliver food.,they need better competent people deliver food,Common
806,Nice fast delivery,nice fast delivery,Common
807,Still cant get to order food   passwords all wrong,still cant get order food wrong,Common
808,I love this app perfect for when you have cravings but you don't want to drive anywhere for them.,i love app perfect want drive anywhere,Common
809,It works!,it works,Common
810,Somehow a disappointing app gets worse  not only is delivery only 50% of time happening but then support decides to disconnect while I'm writing to them. I wish 0 was an option,somehow disappointing app worse delivery time happening support disconnect i writing i wish option,Common
811,Khatam app h sala open hi nhi hora bc,app h open hi hora,Common
812,If you rate 4 stars or less  you will be constantly asked to change the rating presumably for 5 stars. That alone justifies a 4 star (or lower) rating.,if rate less constantly change rating presumably that alone star lower rating,Common
813,Can't see first $30 free meal promo working.,ca see first free meal working,Common
814,Always on time,always time,Common
815,Yes  the app is super clean and usable in design. But how about adding an option to call support if needed? I am unable to find a single option for contacting customer service. All are FAQs and my issue isn't listed. What am I supposed to do? And how is there no option to contact the restaurant from the order status screen? Or give me more details about my already placed order (payment method  address.). I'm enjoying the service so much  but the app seems to be missing MAJOR features for me.,yes app super clean usable design but option call support i unable find single option customer service all issue listed what i supposed and option contact restaurant order status screen or give already order payment method address i enjoying service much app missing major,Common
816,Always helpful,always helpful,Common
817,Not able to login with my phone number as it shows no password,not able login phone number password,Common
818,Worst app booking not available need to install other app,worst app booking available need install app,Common
819,Only problem I have is submitting an issue with an order. If my order is messed up  it's a hassle to get a refund for it or anything.,only problem i issue order if order hassle get refund anything,Common
820,Love it,love,Common
821,This app has been bad from the beginning I have uber credit and cant even use it. Keep saying server error and I need to update me billing info which I did multiple times using different cards which I shouldn't have too cause I have credit. But cant order nothing so I just have credit that I cant even use,this app bad beginning i credit cant even use keep saying server error i need update billing i multiple times different i cause i credit but cant order nothing i credit i cant even use,Common
822,App is good  I have order from KFC. Very poor service from KFC. Very bad becoz of the KFC wattala I am uninstall the ubereates app,app good i order very poor service very bad i app,Common
823,Limited restaurants. Not enough choicesvin my area,limited not enough area,Common
824,Good,good,Common
825,Muy buena experiencia,nan,Common
826,I rated this app and somehow they deleted my rating. They keep sending me 1 time special offers limited time only but we dont have uber in my area so now I'm just missing out and will never be offered that same deal again. I deleted and unsubscribed.,i rated app somehow rating they keep sending time special limited time dont area i missing never deal i unsubscribed,Common
827,They don't do there due diligence to ensure every restaurant  as well as  food delevery person is up to par. They're an internet company who developed an amazing app. But at the end of the day you need a human being to interview/vet  each employee... When you take on this responsibilityand Mcdonalds screws up an order  it's no longer Mcdonalds fault  it's uber eats fault.,they due diligence ensure every restaurant well food person par they company amazing app but end day need human interview vet employee when take order longer fault eats fault,Common
828,I canceled an order last week and I never received my refund. I was told that if an order is canceled before it is processed then I will get a FULL refund but I received nothing. This is unacceptable. $19.55 was taken out of my back account and I bought not received any food.,i order last week i never received refund i told order i get full refund i received nothing this unacceptable taken back account i bought received food,Common
829,Nothing ever worked when trying to order with Uber,nothing ever worked trying order,Common
830,Uber eats pass is not beneficial you get free delivery but are taxed on delivery fees including their service charge so it works out the same!,eats pass beneficial get free delivery taxed delivery service charge works,Common
831,Excellent but updated version is coming to better,excellent version coming better,Common
832,Our yesterday driver we paid him for the meals and he didn't checkout and now uber eats says we have an outstanding payment while we paid him,our yesterday driver eats outstanding payment,Common
833,Horrible unprofessional customer service,horrible unprofessional customer service,Common
834,Never got my refund its been like 7 days,never got refund like days,Common
835,Nice driver....,nice driver,Common
836,Orders takes so long more than 2 hours for the last order  and they pick it from the far pranch while I have one 5 minutes from my house,long last order pick far i one house,Common
837,Poor service beware app crashed and ordered twice in error. Uber would not cancel or refund order cost me over £72! Still in dispute with them even though I sent duplicate order back. Dont order with them!!,poor service beware app ordered twice error would cancel refund order cost still dispute even though i sent duplicate order back dont order,Common
838,Awesome,awesome,Common
839,I cant order i dont know how,i cant order dont know,Common
840,They allow restuarant to feed u anything undercooked food and you're better off making a sandwich at home,they allow feed u anything food better making sandwich home,Common
841,Good,good,Common
842,This app is great,this app great,Common
843,Useless! Didnt even get as far as placing an order. Couldnt get past location😡,useless didnt even get far order get past location pouting face,Common
844,Not easy way to retrieve user password only by email and not with mobile number with otp,not easy way retrieve user password mobile number,Common
845,Awsome,nan,Common
846,I've always gotten my food  unlike door dash where I've ordered three different times and never gotten my food.,i always gotten food unlike door dash i ordered three different times never gotten food,Common
847,Nice,nice,Common
848,I ordered some food that never arrived and was reported as delivered. I got in contact with uber using the help center and the only response i got was to confirm if the order was delivered. I replied and never heard from uber again. A disgusting custumer service and I guess I will never see my money again... Never using ubereats again!,i ordered food never i got contact help center response got confirm order i never a disgusting service i guess i never see money never,Common
849,Ok,nan,Common
850,After ordering once my app no longer shows the restaurants  it just goes to the map and says they are not where you are yet  how do I fix this?,after app longer goes map yet i fix,Common
851,For some reason my order was placed in Tallahassee. When the box with my address was clearly marked. I didn't realize it was 4hours away until the driver map popped up. So now I'm out 40$ and the driver got breakfast on me. The Uber eats office just told me tuff luck. I will never use them again.,for reason order when box address clearly marked i realize hours away driver map so i driver got breakfast the eats office told tuff luck i never use,Common
852,Good could be faster,good could faster,Common
853,Amateurs Ordered food that I was charged for that never arrived I've tried to contact uber eats numerous times but have never got a reply this is absolutely disgusting  I shall be seeking legal advice to get my money back . This is disgusting they are absolute amateurs!,ordered food i never i tried contact eats numerous times never got reply absolutely disgusting i shall seeking legal advice get money back this disgusting absolute,Common
854,Easy,easy,Common
855,Enjoy the app  but the food is kinda pricier than normal,enjoy app food normal,Common
856,Is your app dumb or something  can't login because there is no option to login and it wants me to make a new account. But can't use my email because i already have an account.......,is app dumb something login option login make new account but use already account,Common
857,I simply enjoy the app. It keeps you up to speed with the progress and delivery. Its user friendly and saves me time.,i simply enjoy app it speed progress delivery its user friendly time,Common
858,Promotion cide redeemed but nowhere to be seen,promotion nowhere seen,Common
859,So good foods it's so yummy,so good yummy,Common
860,Easy to use. Whole process is seamless,easy use whole process seamless,Common
861,I waited 1 hour for my order to not even show up but it said it arrived. Couldn't get in touch with the driver it was going to voice mail. All I ordered is a drink. I actually left my house and in 25 mins I was back home with my drink . The customer service is terrible: the app told me to call the helpline and then the helpline which was difficult to hear almost as if they want you to give up. Then once I entered my number in the helpline told me to go to the app. Never again.,i hour order even show said could get touch driver going voice mail all i ordered drink i actually left house i back home drink the customer service terrible app told call difficult hear almost want give then i number told go app never,Common
862,Very good,very good,Common
863,Excellent service,excellent service,Common
864,The actual price of hotels are law and some hotels uber eats get more price,the actual price law eats get price,Common
865,I just love tje app,i love app,Common
866,Very easy to use  I like how you have the option to tip them after you get your food.,very easy use i like option tip get food,Common
867,Fast delivery,fast delivery,Common
868,Used to love the app  but they've rasied the delivery charge  as well as the food prices. I understand prices go up but when there's a 150% increase on delivery charge  and they're marking up food 30%-45% from what the restaurant charges  that's too much. I've also had numerous problems with delivery instructions.,used love app delivery charge well food i understand go increase delivery charge marking food restaurant much i also numerous delivery,Common
869,Superb,superb,Common
870,One time good offer for first user,one time good offer first user,Common
871,Its out from india  totally sad,its totally sad,Common
872,Nice App,nice app,Common
873,💪,flexed biceps,Common
874,👍👍👍,thumbs thumbs thumbs,Common
875,Awesome,awesome,Common
876,Tried to order food for 3 hours bt it keep showing varify payment though i choose cash as payment method.,tried order food keep showing payment though choose cash payment method,Common
877,This does not work.,this work,Common
878,Waste app cant open app properly,waste app cant open app properly,Common
879,Super,super,Common
880,Love it!,love,Common
881,Awful The 3 times that I ordered it was a 2 hour and a half wait and the 4th time I ordered the restaurant had to cancel the order because they qere closing,awful the times i ordered hour half wait th time i ordered restaurant cancel order qere,Common
882,Lowest service i have ever seen quit it has to be 00,service ever seen quit,Common
883,I dont have a previous account. Ive never used this app  and it wont allow me to register. Going to grubhub!,i dont previous account never used app wont allow register going,Common
884,Still use the app  but poor customer service. We ordered a breakfast that came in 2h23min after we ordered and it arrived cold and dry. They refused to cancel the order before it arrived (which we tried after wainting 1h30min) and refused to give any incentive following the order. (We didn't really eat anything..). I never write reviews  but this time i had to. We expected more Issue was not resolved. I still had to pay the 2 breakfasts we didn't eat..,still use app poor customer service we ordered breakfast came h min ordered cold dry they cancel order tried h min give incentive following order we really eat anything i never write time we issue resolved i still pay eat,Common
885,The worst app iv ever seen,the worst app ever seen,Common
886,Easy to use and helps stop the hunger,easy use stop hunger,Common
887,Professional,professional,Common
888,Love the wide options of fast food restaurants and the notifications when drivers is on route easy to use app widnae be without it 😁,love wide fast food route easy use app without beaming face smiling eyes,Common
889,Excellent app with prompt response,excellent app prompt response,Common
890,It does not process the order. I just got the app and I haven't been able to process any of my orders it simply does not work. I do not recommend it.,it process order i got app i able process simply work i recommend,Common
891,Good,good,Common
892,Good,good,Common
893,Nice app,nice app,Common
894,It doesnt work at all always mentions that there is a problem.,it doesnt work always problem,Common
895,Terrible  delievies take so long and food is always cold,terrible take long food always cold,Common
896,Menus don't have language option  otherwise it's very good,language option otherwise good,Common
897,What a truly terrible app paired with a company that already thinks it's too successful to offer quality customer service. If you order from this atrocity  triple-check your delivery address and payment method because the app doesn't have a verification step for either. If you accidentally order to the wrong address  you will have to either take the loss and let your delivery driver eat the meal that you paid for or hope that your driver is cooperative and nice enough to meet you,what truly terrible app paired company already successful offer quality customer service if order atrocity triple check delivery address payment method app verification step either if accidentally order wrong address either take loss let delivery driver eat meal hope driver nice enough meet,Common
898,Now its shwng to go to zomato😕 M nt able to order frm it nw..wt should i do,now go confused face m able order,Common
899,I can't even order anything! I'm not into the menu I just logged in and they ask me for my address then says my order is on the way even though I didn't order anything!,i even order anything i menu i logged ask address order way even though i order anything,Common
900,very disappointing,disappointing,Common
901,Great  the food comes in great condition a little hot really good.,great food comes great condition little hot really good,Common
902,Gud,gud,Common
903,Was lovely thank you and didn't wait long thank you so much,was lovely thank wait long thank much,Common
904,GOOD,good,Common
905,Will never use again made a order over £27 order not arrived asked for a immediate refund not getting anywhere,will never use made order order immediate refund getting anywhere,Common
906,Good,good,Common
907,Excellent service! You can get your favourite meal from your favourite restaurant delivered to you home.......what more could you want!? 🤯,excellent service you get meal restaurant home could want exploding head,Common
908,I got a due after I played my correct amount but after I called and enquired they made the due amount zero This app was very helpful and is helpful fr eaters specially like me🤪🤤🙂,i got due i correct amount i made due amount zero this app helpful helpful specially like zany face drooling face slightly smiling face,Common
909,Excellent,excellent,Common
910,Love it,love,Common
911,App works great and fast service,app works great fast service,Common
912,Awesome,awesome,Common
913,Fees are way too high. It's cheaper to get an uber to the restaurant  pick up your food and head back home.,way high it get restaurant pick food head back home,Common
914,Not enough oversight if a restaurant delivers really late. No alternative to 'call them'. If they dont answer then no plan B. Food arrived over an 1hrs late. Ubereats should know this and offer discounts from the offending restaurant if this happens.,not enough oversight restaurant really late no alternative call if dont answer plan b food hrs late know offer restaurant,Common
915,There are no options to cancle or change my order after few seconds orderd.,there change order,Common
916,Terrible app  not working!,terrible app working,Common
917,Was slow and poor,was slow poor,Common
918,Slow kept having to refresh to place order,slow kept refresh place order,Common
919,Quick service at your doorstep,quick service doorstep,Common
920,Great app up until a few months ago when not even the addresses pop up. Only a error message for about 3 months now. I've tried updating  uninstalling and downloading for the same thing to happen and I cannot make it pass the address screen  I lose all my discounts and credits for no reason 👎👎,great app ago even pop only error message i tried thing happen i make pass address screen i lose reason thumbs thumbs,Common
921,Had two terrible experiences in a row. First one we waited over 80 minutes to receive our order. No traffic or any peak hours that could have affected the order. Second time one third of a Large coldrink was spilled out  and everything was wet. To top that  two burgers was missing from the meal  and instead there was a jalapeno burger in their place  we dont eat jalapenos! The items that was received  was cold and not fresh. Never ordering from Uber eats again. Waste of time and not worth it,had two terrible row first one receive order no traffic peak could affected order second time one third large everything wet to top two missing meal instead place dont eat the received cold fresh never eats waste time worth,Common
922,your acnt does not have password cnt use ur app,password use ur app,Common
923,Exceptional,exceptional,Common
924,Problems loading App. Starts at add address page rather than normal home page. Inputting adress just brings up error inputting location information. Going back only exits the app. Have cleared cache and makes no difference.,loading app add address page rather normal home page error location information going back app have cache difference,Common
925,Never had no problems with uber eats and they've always 'delivered' good customer service. Can't live without it!,never eats always good customer service ca live without,Common
926,I can't get a delivery to my area,i get delivery area,Common
927,Really good,really good,Common
928,Terrible app...,terrible app,Common
929,We're not quite where you are yet YUP!,we quite yet,Common
930,I received a totally wrong order from them and they refused to take responsibility for this problem telling me that I had to call the restaurant and cancel the order! Why would I cancel the order? I need to eat and this is why I ordered in the first place. Getting the wrong items is your responsibility since I have no control or knowledge of what is inside the bag. The food prices are more expensive than it's price on the restaurants. Would never use it without a 50% discount or something.,i received totally wrong order take responsibility problem telling i call restaurant cancel order why would i cancel order i need eat i ordered first place getting wrong responsibility since i control knowledge inside bag the food expensive price would never use without discount something,Common
931,I talk about the service. Worst year after year. They say less fees if the restaurant is close to you  but it's 4£ for something at 1km from your house  I can't imagine farest. They say 10-20min but at the end it's 50min minimum  1h at latest  for any kind of restaurant. You can never use your Uber credit  even if you select it  they charge you anyway. They charge you if the restaurant cancel. Delivery don't come to you  you have to move somewhere to pick up your food (but you pay 4 pounds?!),i talk service worst year year they say less restaurant close something km house i imagine they say min end min minimum h latest kind restaurant you never use credit even select charge anyway they charge restaurant cancel delivery come move somewhere pick food pay,Common
932,Awesome,awesome,Common
933,Better,better,Common
934,Zomato shouldn't have acquired uber eats... 😛😛 50% off upto Rs.100. Fractionally thugs!!,acquired eats face tongue face tongue fractionally,Common
935,Terrible. Two orders places through Uber eats. The first time we received someone elses order and it took til the next day to get a refund - by which point it was too late. Second time we had food missing and Uber refused to refund as I'd had to complain twice in a row!,terrible two eats the first time received someone order took til next day get refund point late second time food missing refund i would complain twice row,Common
936,Doesnt work i keep ordering food but the wrong item keep turning up and then when I ask for a refund because the only edible thing on a £22 order is £1.60 worth of hash brown they give you £8 back seem reasonable to me,doesnt work keep food wrong item keep turning i ask refund edible thing order worth hash brown give back seem reasonable,Common
937,useless I can't use it because I am very rural backpacker sorry for the strange language but all the time if I watch sth on YouTube the add comes on I really have no use for it just go out and go in the restaurant by yourself there is nothing wrong about this but don't hide behind the internetti if you are hungry you never get good conversations s,useless i use i rural sorry strange language time i watch add comes i really use go go restaurant nothing wrong hide behind hungry never get good,Common
938,Been using the app for ages recently it's been glitchy dont know if it's a new update or my phone,been app recently dont know new update phone,Common
939,Always there when I need it  use often and it works,always i need use often works,Common
940,👍👍👍👍👍👍👍👌👌👌👌💪💪😘😋,thumbs thumbs thumbs thumbs thumbs thumbs thumbs ok hand ok hand ok hand ok hand flexed biceps flexed biceps face blowing kiss face savoring food,Common
941,Amazing app 😍😍,amazing app smiling face heart smiling face heart,Common
942,دائما يغلط بالطلب,nan,Common
943,First time used and was very happy. Quick and friendly and the food was hot and tasty. Thankyou,first time used happy quick friendly food hot tasty,Common
944,not worth it.,worth,Common
945,Exceptional always great service at all times,exceptional always great service times,Common
946,Thank you for reminding me why I chose data science instead of mobile development. Not even a company as large and shameful in employee treatment as Uber can get it right. 90 Mins ago did I order  45 minutes the driver has been at the restaurant. To those reading reviews I'd recommend doordash because if something goes wrong you can actually contact them. EDIT: Response is exactly what I mean. Not even Uber knows their own features. You can't contact in these situations. It says wait.,thank i chose data science instead mobile development not even company large shameful employee treatment get right ago i order driver restaurant to reading i would recommend something goes wrong actually contact edit response exactly i mean not even you contact it wait,Common
947,Has worked brilliant everytime  and fastest delivery out there,worked brilliant delivery,Common
948,Sometimes difficult to navigate when ordering. If you have been given a loyalty voucher/money off it doesn't automatically link to the app and as a result have missed out on a discount.,sometimes difficult navigate if given loyalty voucher money automatically link app result discount,Common
949,They cancelled my order,they order,Common
950,My last review was removed because I was being honest. Terrible service I won't use again.,my last review removed i honest terrible service i use,Common
951,Food was great. The garlic butter needed more garlic and there wasn't enough for the amount of chips. The 'raw fish'...wasn't raw fish👎 Other than that...the rest of our meal was great😁,food great the garlic butter garlic enough amount chips the raw fish raw fish thumbs other rest meal great beaming face smiling eyes,Common
952,Great,great,Common
953,Awful customer service and support.,awful customer service support,Common
954,Customer service is actually disgusting. Horrible people. Every time something goes wrong it's your fault 😤,customer service actually disgusting horrible people every time something goes wrong fault face steam nose,Common
955,Well Designed!,well designed,Common
956,Good,good,Common
957,Issues after issues atm,nan,Common
958,Not working. Showing Uber Eats acquired by Zomato,not working showing eats acquired,Common
959,Great,great,Common
960,I'm fat and don't like talking to people. Lovely.,i fat like talking people lovely,Common
961,Good stuff,good stuff,Common
962,The maps for the drivers need to be more accurate. Have ordered a couple of times and it sends them to a different address,the need accurate have ordered couple times different address,Common
963,Exceptional!!!,exceptional,Common
964,Nice app..if we can see areal photos of the restaurant  it will be great...,nice app see areal restaurant great,Common
965,Useless to complain about a driver when all you're told is that they'll investigate but 2 weeks later no one follows up,useless complain driver told investigate later one,Common
966,Worst app experience both of the apps uberrides and ubereats in my life . I was just book a ride at Delhi Airport around 3 o clock and enter payment adding method but not booked ride I m booked Ola ride instead uber then I saw my paytm account at evening I m shocked 477.56 rupees deducted by uber eats that a illegal robbery .,worst app experience life i book ride airport around clock enter payment method booked ride i booked ride instead i saw account evening i eats illegal robbery,Common
967,Gud,gud,Common
968,Great  free food please,great free food please,Common
969,Usually good but right now  the only thing I can do with the app is enter a new address  its the only screen that shows  and the app WONT let me enter any address. It wont search for an address either. The app is completely useless right now. Cant get support from within the app or anything either because it wont let me move from this one screen which isnt functioning.,usually good right thing i app enter new address screen app wont let enter address it wont search address either the app completely useless right cant get support within app anything either wont let move one screen,Common
970,Kkk,nan,Common
971,Super easy to use and great indicator of when delivery is.,super easy use great indicator delivery,Common
972,App is not opening  always say it is occupied by Zomato,app opening always say,Common
973,Didn't get back to me and the driver just left.. He didn't even check the order when he left the restaurant.,did get back driver left he even check order left restaurant,Common
974,Overall good but this last time I spent 15 bucks plus tip on a simple McDonalds meal from the location down the street (less than a mile away). It was preparing for a good 40 minutes  was delivered fairly quick. I got a soggy cold burger with fries the same temperature of my drink. Overall very disappointed to have spend twice the amount I would have spend to get it myself if i was off work. I paid more for below standard 😕,overall good last time i spent plus tip simple meal location street less mile away it good fairly quick i got soggy cold temperature drink overall disappointed spend twice amount i would spend get work i standard confused face,Common
975,Really sad you guys I can't take it anymore you charged me for the order that you didn't even place it you took the money from my card but no order how and I couldn't report it because because you guys ask for the order number which I don't have plz give me back my money I am sick of it.,really sad i take order even place took money card order i could report ask order number i give back money i sick,Common
976,So convenient when you don't want to go out or feel like cooking,so convenient want go feel like cooking,Common
977,Is the content of the in english,is content,Common
978,Good app,good app,Common
979,After 30 min could not complete your order. Awesome!,after min could complete order awesome,Common
980,What do you expect,what expect,Common
981,Sab kam frji,sab,Common
982,It didn't take my order.Everything was ok but I couldn't place order.,it take order everything i could place order,Common
983,Very quick service,very quick service,Common
984,Long delivery wait for up to an hour. Not impressed. No direct contact w. CS. ********* Reply to UE. You might want to check your messages. If you would - then you'd see I already raised this concern w. you. Check your feedbacks. Btw  one time my order was damaged by driver wo even advising me. Ended up waiting for over an hour to find out no delivery would be made. Offered $10 discount  for dinner that we did not have  which they did not even credit. Terrible.,long delivery wait hour not no direct contact w reply you might want check if would would see i already raised concern w check one time order driver wo even ended waiting hour find delivery would made discount dinner even credit terrible,Common
985,Love it,love,Common
986,Driver pulled off with my order and I never received a refund for that order so he basically got a free meal with my hard earned money. Very upset about that.,driver order i never received refund order basically got free meal hard money very upset,Common
987,Its amazing and they diliver your food,its amazing food,Common
988,One of the best food app and best restaurants are Added with uber ! Nice !!,one best food app best added nice,Common
989,Uber Eats was super. Don't why they stopped thier services. Zomato and swiggy isn't good. Missing Uber Eats.,eats super do stopped good missing eats,Common
990,It's very easy and quick it's all ways on time if only there were more locations available I would give it five stars,it easy quick ways time available i would give five,Common
991,Working good,working good,Common
992,Theeeeeee best ever,best ever,Common
993,Good,good,Common
994,Very useful when there's not alot of options around you.,very useful around,Common
995,Taco bell please that is all,bell please,Common
996,User friendly  plenty of options  quick and friendly curriers.,user friendly plenty quick friendly,Common
997,Great,great,Common
998,Able to now order hsp for the 4th time in 1 day without leaving my house  thanks uber eats,able order th time day without leaving house thanks eats,Common
999,Fast  Brilliant service,fast brilliant service,Common
1000,No help when you have an issue  and deceptive charging practices that drive up your total after you've ordered.,no help issue deceptive charging drive total ordered,Common
1001,Drivers stop being careful,stop careful,Common
1002,why you keep cancelling my orders??,keep,Common
1003,Sometimes it's issues with someone picking it up so the food be cold,sometimes someone food cold,Common
1004,So useful!! 👌👍,so useful ok hand thumbs,Common
1005,Worst bro don't download,worst,Common
1006,Convenient.,convenient,Common
1007,Great app and how easy it is to order and pay. Uber eats delivers on there word. Definitely will be using it again.,great app easy order pay eats word definitely,Common
1008,Love it,love,Common
1009,It's quick and good food. Not much range yet though can't even get McDonald's or KFC. But everything is amazing,it quick good food not much range yet though even get but everything amazing,Common
1010,Always prompt & polite.,always prompt polite,Common
1011,Delivery driver is literally texted where my apartment is  by me. I see his car in front of my complex  he didn't get out of his car. Canceled my order and drove off. Hope he enjoys my family's dinner. Because we sure as hell aren't. If I could give this app a zero  I would.,delivery driver literally apartment i see car front complex get car order drove hope family dinner because sure hell if i could give app zero i would,Common
1012,Fantastic,fantastic,Common
1013,Get food delivered you couldn't before but far more expensive.,get food could far expensive,Common
1014,very user friendly!,user friendly,Common
